273/8	8	2389768700476691/2211062965095201011185166983882295049
273/8	6	20513495458213/2770653359369664316207573004153454249
273/8	4	62877886076975093/59352646265511832202165650987693251455
273/8	2	12495361287672/1648081518176533783972618469650578485
273/8	0	39357303190569005625/37392133581449273932936317026594460154081
281/8	35	8829503690974241000200919059/51438515440179999443803982820082361592038384214910
281/8	29	1857087882792776839310/33301492848311522533541757770664749622567171
281/8	25	14193883779748419660680117/327421273206762952325966461621239038290460338275
281/8	23	25367750511195821/3586638602102149993949439930469666990935
281/8	21	2221919431110312287175/60465881030204399008337939823267949552016927
281/8	19	29913239733914695377350/2594961135115688045444673368156093317108200039
281/8	17	89353163592546268290885/2754478308011149832852901080152356930807881881
281/8	15	813208842143976906744670341/55623110676780459997907673219298572224441337923345
281/8	13	83470405096073738395/2850787415489086508350010070539589175349451
281/8	11	37788320879421827611875/2221639869469501782448872258806952056369015387
281/8	9	572800612902953025/21399098388465419624891303784608081366251
281/8	7	27371096633113/1438047799482114706875867126322121763
281/8	5	41374856621948784719/1679411037168257081280995023732280835440775
281/8	3	1350383385648744/64638960562947584279879000607860245405
281/8	1	56768290382636625/2498635958944820846734804556649601744681
289/8	36	287018187491087176548412541/51382963787812437909058390614363872788627102154830
289/8	30	412436291931369433777772863/3732207641722717547255023795442788262545936945431
289/8	26	11176142013483904438240167/126022086635430359585333690490221485965219404425
289/8	24	26630175946995158838049/126895325979654541332073126274260105748934389475
289/8	22	702052495397344346175/9015568938772283144591554486603708577111731
289/8	20	6583464981067591962/19981567888540687189610829121218452776386077
289/8	18	15539928041768684248533325/217334213773669075084089087099283353965155157797
289/8	16	348921971048857474935334593/870687900582405395085751939274429989254742470609677
289/8	14	23815836015631311912153/352994766936231884924441645807085851645102795
289/8	12	236111815425119748125/530959385137354810760894095557939255178955871
289/8	10	230898091579594464232075/3558504523898721672886263390797161133977075949
289/8	8	41550107277295475/88145477213199533813449099094413557521801
289/8	6	55206349453581093419/871662035331344276639229529129985444594925
289/8	4	32910303783691176/67740362449939337494478676169569989630575
289/8	2	8022683376974937375/128151658123150632768005892078492193267717
289/8	0	29559256096083025/60274404311954631787845235501105509196441
297/8	37	294430112869635656805025717065/28117849816233808190757152644236011620492244830353538
297/8	31	6127807778075717607153819/1752405371999776824883220100482227756149244733107
297/8	27	371417576558555367862/136470823633276631559024066158214366100324289
297/8	25	30287647733018711214743/70548249456197856801359051614143128506845312525
297/8	23	212908256696226294910201755/92147166326285557509203507794769762779837259028239
297/8	21	2080155541918057322/2979286826465151902637843232682493814846681
297/8	19	10260330172993842072777/5020512586783977425301962999823801015628199413
297/8	17	60683048078934011448299954985/68699132523557937227231882727020798102410321014477449
297/8	15	10218615457797987307269/5525549880269173025180509037002227314263230047
297/8	13	99214091499567509415225/96824901809471361869106303977170972797182977769
297/8	11	4328144223847376910175/2551387468305918022528035588509126047526265051
297/8	9	2644579777015996484225/2314406998273508271409133455238156646923310063
297/8	7	3352192676721805814497/2137149157366815952472019845642697355767632319
297/8	5	14637373835571992/11719724137488665361571169101994888509175
297/8	3	39104294365969439275/26860084674069130118683883352669656327526011
297/8	1	994858839052425/736221161368271313236651648891194482563
305/8	38	56210430127674996321985900254149/160764180422863664105421673119738612620669901514337683434
305/8	32	519382570057308294129465827/77157773160269999165705974230123542388057576322365
305/8	28	7011416962833280374222138671/1300052328533413278960499955412571244786834702658465
305/8	26	9058965281915984582/687577881750432024074891586911960418677710413
305/8	24	502926390606775699720807515/106400339210525458447348309713122286534083194163239
305/8	22	28387767559496839321360234/1370293747054652784169877929135244055867935474990505
305/8	20	3241922412079292336337/748567234330297610471404314828314901443086289
305/8	18	200331722103218287898865993/7934895604951680241698965932975394770892034360260605
305/8	16	15994609285724187618269045/3923799043406980575721857404452992334735168906251
305/8	14	212848007595333988469625/7578169348570655060000968623564221595423311021977
305/8	12	606228163938569472681393/155088975423063409554855804056401437213081513263
305/8	10	941871496441295867975/31528421693339825412407737244202208755107281803
305/8	8	213360242426229608494525147/56114427223537747046138255553422884249111144591497
305/8	6	7999182716721878664/258610766498921474839672836373263093436979381
305/8	4	52176744916094646775/13941146960454118010809673632433158453114857
305/8	2	3593225488350903665/114343018263679472615847377578894493606116689
305/8	0	1635362266960737225/439205948062307650468843955212329557120569
313/8	39	1843452275588268200444809031/2882120176579468715497612810689075555194008793462614
313/8	33	287018187491087176548412541/1310265576589217166680988960666278756109991104948165
313/8	29	1671220303111559347405587/9792853549410517550817994679165390402010485273245
313/8	27	171010169825201960346881431/6550024411223369295432566761002093400768119339231405
313/8	25	59692110518339255549250/411507853067481496163545443586134533233106554289
313/8	23	7450761342322602958826778/175805393477757549089161783095331344611879804423945
313/8	21	14747445247158608027446641563/114765385163204358981224970701911748818700900089967115
313/8	19	63298148186917386108318033/1183106855131541736502183114407759001539987455691065
313/8	17	5866964542294735703469/50356346321754713997056758995384005461857780655
313/8	15	3365239470065403229951875/54357611432103943602566440460550982219988832162959
313/8	13	1300565825803731679848945/12138308409183643083254035586146394208946291738879
313/8	11	43974892272737599122627/638830267565886671353995925821608719362395135413
313/8	9	75988606039262998503707197/764428782795638944723434325647110305509185497348557
313/8	7	15428233400449625976408/205765406316740235380536969963257298233518732291
313/8	5	237617371825110490824375/2563577619960450794175142905484852421298267924817
313/8	3	4794430196772758165/59347274621765107021588258889054424581630043
313/8	1	151451080027609486695/1749061022031111590325373235676423385954943813
321/8	40	32457096385187479692103273869965379/1483967584013810171839336083683620503317149304052000808426250
321/8	34	98143370956545218935008572355/239001723437987369621435797476006098774184081058005073
321/8	30	802682153724931000018265369/2443329483408549973580689183953912175621823250208225
321/8	28	49819575431509899245153/60303361330580555444510809340123719843959304051035
321/8	26	25040774867261715622221923825/87113735025275263064371899670452005487067125053449077
321/8	24	530596537940793382660/407960917593912315959580760680051181861542145017
321/8	22	11612011552009776711331533513/44172369040458358645724839616172436112528130979480705
321/8	20	95980702803061044310619250727689/60462043439501923445761659394894418951675717699676554727425
321/8	18	5561295841317926250367/22524658734817265823188276170758662353980731145
321/8	16	24441113742213435158925/13812522860908114006544619328567880788199925580021
321/8	14	226188962247995969095832025/957738424361396081338103177164173050410676000882323
321/8	12	94341116901851064788355/49999162014470873559654048758376662849237042929829
321/8	10	9855056239854288512520574689/43024693419500514602108515864050088909893441916967075
321/8	8	1831597015477892892536/934358636300800990147195926973275144952100549157
321/8	6	5041287394699924432526639375/22437006684238350611325406515351346044200185212468557
321/8	4	383056953682597280125/191458164205309784891493912312163926550782463019
321/8	2	67360243488965220065/302604118674256806118365499543024272359176477
321/8	0	126233111124313730209201/62687971896935032796786116906276157338847641442409
329/8	41	428649662273898579633623281704215387/10958556066128354461594070813880404656988489156953590396088750
329/8	35	56210430127674996321985900254149/4099486600783023434688252664553334621827082488615610927567
329/8	31	287018187491087176548412541/26847598579131998807483009096005123532057660875898675
329/8	29	215353748560347341468315099/135411891896273848535813984773866816891041046445750575
329/8	27	590895750028729912118403975/64963625710741609001931132723812015998532904353331139
329/8	25	2003261989380937249777753906/777265831257531433673784000615119640769554282318514629
329/8	23	275644901460242162291870/34167704508493433607244562146107661535734985796091
329/8	21	226723139711381218284597850060617/69814213369786766183545514740268029264505666634002107352425
329/8	19	75894696570314799925656585599/10359995803251034178299533951662594867576390167255275225
329/8	17	131283816639303392734725/35011013635070708576438264034459713195199823127521
329/8	15	149342611363027789861989/22124164119692750590728908668622373311029364832067
329/8	13	16407411994052210414476475/3945040530598123267090558342598364708136804395537473
329/8	11	4228490234982584362484703597/673480492745337288717762387152241854500727303795028695
329/8	9	211649994000139200957901512/46856739103678470506585297698466616606544966706098825
329/8	7	1795462910101478288203795625/305652121171711344925733084237478196730925539812944417
329/8	5	463235116614252003269516125/95514034903803789596736628908324872167444329584366343
329/8	3	48436472636127946688625/8785984945462386497827648358142347243976718985269
329/8	1	168432468757963278316501/32536838192163166201868444014713808606853217955683
337/8	42	136549417067579136453647948729689919/99856733959619969440338759072209848646034242903272740170273142
337/8	36	1843452275588268200444809031/73494064502776452245189126672571426657447224233296657
337/8	32	58886022573927131361005143413/2938315305796432955934122451322663214341439584771944721
337/8	30	7000443597343589671912501/135265652171416242795596213292312895116060846422589975
337/8	28	56761095156262977858434479665/3241701537704039726948026420906128501655691807769421619
337/8	26	1750802222307347887758234/21467893551017736574903207935666368839287385816007689
337/8	24	1040694603483396901259543154167/65097876050448780683128619246308845486025536778872782367
337/8	22	1076386760805175177911807366/10800377995243850330342996765430623818563204190551508247
337/8	20	6639870149566493003474463661/443054185166090647140459975721928886334607266975366675
337/8	18	3062603384784178242169825245/27526448273858022375777727051963743012159613107914677673
337/8	16	802183902640882912455453/56078778616999089387240467513307752223746569864567
337/8	14	10833091626346722573471/91132110749331136623215421146190088996345579166417
337/8	12	1323722366427530940522666314617/95650285327211053664522780689292381510135077673462233287
337/8	10	90812260334390904485620776/733464836862315640508599089673668700999416105693038245
337/8	8	251484268341470662848172703175/18579410182602246589925868790478822950993210695346406621
337/8	6	24053354578671744522625/189700679147556116072338359054915888443395845959337
337/8	4	19524925153011361829989150875/1461041330235972204417539700824364022712523925584716531
337/8	2	13457121229357773849076925/104965954191132730012943416055475542231547400729577139
337/8	0	224738947485530471713801/16887543295921612353614432224003329349549090385121
345/8	43	832758965847414773856414301600984092003/347760770822297616174651243038111425179273564607889604690481455190
345/8	37	10819032128395826564034424623321793/12613724464117386460634356711310774278195769084442006871623125
345/8	33	56210430127674996321985900254149/83999284270946264495082824205063425094300023541241439594265
345/8	31	159582717002512551113835077/1644894214249677779159293429687806679798796322575681973
345/8	29	1845116919585560420668366335/3238200622575348868222977929068764190624789742189325947
345/8	27	2522715340278354571485976874/16068800680584669756250760487191298814194482787319412535
345/8	25	248056842133272880279200699/490360235929025315569018092494708154654086316167376931
345/8	23	2257715325641109208775899318263167/11431874991413571242424904495659224034358617599404808596257855
345/8	21	1985969781858595551958114/4318098046164933378363774930038989727024242471189971
345/8	19	8549748640315186895253727755/37563138652649481556006512806793481746896329079053463159
345/8	17	93567173713315409204715691273/220452000469315059569599661478099132831623517216413133355
345/8	15	58189231051844776496967/230995279006389732407867856965230871320314808323917
345/8	13	2427765520538369292687034197/6137672750857172930150111304006107109107386180900971175
345/8	11	3158737607415885878471692104/11574388020154890148476028366683196565124733989732620813
345/8	9	539519383275164048635831146375/1454149853282320426209867230758680073948449632402215298893
345/8	7	1641341808666582494143995/5617749741740061278607819024499281627606807141981001
345/8	5	121997099014462268813825125/349180628698203216478473205568107366344463401713420823
345/8	3	1479440841758443401700294499575/4760461688582528913881094577750494532630669597937558601453
345/8	1	17955797261494850520129425/54480311993788989418224414018781965784668078631994193
353/8	44	1309229311962531579919936460907/15320289772298959724098641322935806481263393522874407454590
353/8	38	428649662273898579633623281704215387/279443179686273038770648805753950318753206473502316555100263125
353/8	34	1843452275588268200444809031/1505907792262772403847502693585041977588869594584215815
353/8	32	1370986100674999910292339030589/423211704963188595757522554487711897723913515736493951640005
353/8	30	9463825056524003254447255191375/8860061007419446013044437205385666323669398561146136414721
353/8	28	82005196426024907585260726/16051446983229045759753887056435208674630037501494111455
353/8	26	119140965388600472716996816913/122345505923417045167098618959900905440612252106671244255
353/8	24	4843280238178212154114382463291/775011956181300588492650257852265618228005057224477073052635
353/8	22	2205296852957032362409751498461/2419717127849694566895626333669723662623398796308746681155
353/8	20	7103361151682371410360750/1016939293547775378869947826707790613355062515266887463
353/8	18	2873285526388590475931602774197/3309165016585857522510864305854121901856441468656641708615
353/8	16	20361672200656021404001807841/2724205445185454973086082294299721972775281746311062948315
353/8	14	39121742994603536679688823207/46672026507777577390967074843321154098040809934409101025
353/8	12	52139383616880099305865576/6684331901835776700447987424353593580127365571172731925
353/8	10	93830951878405108997009082849375/114735525109435738108373121269284668401350246177543011293641
353/8	8	3521237038784222286015675/439682954541667807929432984028777783207264636979965433
353/8	6	51263132776772253732999221985/63676019360175348957870147644965062863632836020226096497
353/8	4	1459571529672546496893508825/179640547166720186743277952562872890335234885172802898713
353/8	2	1974013562205061420691641897075/2470814846842645264023345587642902572990878486372903700111
353/8	0	1434600717424219355700705625/175757026521281736527512667407259413273269448101592459969
361/8	45	57396584248317820209337256482664575969/391147063236866302145297817259476458182278071703807124419213026050
361/8	39	136549417067579136453647948729689919/2546346715970309220728638356341351140473873194033454874341965121
361/8	35	32457096385187479692103273869965379/775373062647215814786053103724691712983210511367170422402715625
361/8	33	44962250624104102449873391/7587181364845451393547465724138991399048228148790331355
361/8	31	602254608510803532021277502723025/16885838896685414482035614532519558553509959660574872856542951
361/8	29	28040963130441491124288163530/2927897642439518329999446926267973772036047208062298735171
361/8	27	42601699543319939490542947157/1344347151416698233465717709814122404654532026714482493965
361/8	25	2326213130271415388164505383811217/193366474131117081612277483132423970297271185057631357702429175
361/8	23	992890551193056425619741521/34428605854913035393415810455822580377769794410315678895
361/8	21	32778374301245585749488498286925/2368079185949885674358798909579567001753380323189682514302049
361/8	19	6724515223592644935141510/252361573404496970191770236164351081754288502367906141
361/8	17	208423872409461333868740874383/13630851369018982235286492681025568423938576984934600834365
361/8	15	41068635503949014587575721675550083/1651256977595769918606436145072162267755075561421310694207987125
361/8	13	280063230777505660876512552/16942975422603162728058812218596650302742648363372919425
361/8	11	61952445605350360945824124275/2650439330105050082512247944982480226440594695080461110489
361/8	9	32231515813293084269094625/1825890681694129668086901166853064200261250970771207559
361/8	7	109976874350339632552201397025/4983714407516908851855583638458120061784702041440977207201
361/8	5	249867599159889028828914873813/13346243792478882631013099245400458378399914627368553684751
361/8	3	1947501997550251470703431325/93238547029801152618090628259519513535311447098946815731
361/8	1	1734878910934881824392314172125625/87681101693530728711618003814884223277308474943594079145745493
369/8	46	882976477860303563934645994071007069203/165395374594084000112981075776500840636102287222257263078166517546950
369/8	40	277586321949138257952138100533661364001/2955966551989529737484535565823947114023825299167061639869092369115
369/8	36	428649662273898579633623281704215387/5725845544552065206182902000252511433276485584508250981956371875
369/8	34	263878832399898208878888405446873/1302181554972118425789017413432376991660798514305630709394034375
369/8	32	59253823143908620728583147425/908169037180985199862517535905775808281630543859640253163
369/8	30	16060122893621427520567400072614/50220881176027745734396518333365465588652139529211677421422109
369/8	28	43701841038793063917203102861505/735655332388247658447017845798226701408256252032438680629099
369/8	26	831793099261143405008580757075413/2124734102128576206714684170842076987036869612925255078342189525
369/8	24	252467145645129768064568525179/4547637099079941403677164811367526171021512057061097411075
369/8	22	45498972752212203233117106075/103879755819022145870444776776747551844663473145668603212679
369/8	20	8462780274139769411686121375897/160270277266245579944512455123468590521761910805694770234739
369/8	18	34632831926202495276292190/73805059208954920253159686806789779844571290654623659561
369/8	16	46709130555320519630688297750473381/918026635515254239868284521317274077291609962628681727087942875
369/8	14	32666730008670338134771702551432/66604746357351761447389763058944033826234802154819019350550125
369/8	12	19574908263649415532008371275/395185153866511551393402886400510142330211000286881958117
369/8	10	7682459249019657757196565/15226564761814645512909997023906015373210326205637656271
369/8	8	19126717454081048621835174143625/393225696960475023230078726056742708668324235454155266698637
369/8	6	536051077422240625652757652245/1044566983664334281256269670280166539128591614766837867689183
369/8	4	111132534124847272287371309571/2309026551712273842696055392515235389949279316378327357079
369/8	2	32520000863017200741949803143125/62865864737761973620605533476739521820470230736479289572291507
369/8	0	2098008734451640252631753873587350105625/43742066797314473693428816211851506524468581234026068687467899027321
377/8	47	5297807311426292607515357485751159597/588656842810473100347367261671957951178834686627242463914393151882
377/8	41	436409770654177193306645486969/130222463064541157654838451244954355090738844944432463364015
377/8	37	7186811424609428234402523617352101/2746060183889549159609315874485770837765941679840000354682511405
377/8	35	428649662273898579633623281704215387/1182784352607398617926002048119146775640410105932893395425849009375
377/8	33	41730552495241045318418494975669773/18704194543075185891693923079243415875499946915146147549549971725
377/8	31	526700650168076628698516866/900341198781395362831226019511944279073723615976595793539
377/8	29	8343233843236331596934764337722973/4206119150576892771566249331719397007368489834576499155092362407
377/8	27	170654646132658462173208293154493709/232539931444173199694132847904543230587924829151791767821406342983
377/8	25	1534686248514843133004361856727/849489728883721405489038130229555974395208753585419131850825
377/8	23	74300273559548238016690733881485/88121648512388742959923827812657455827879522806310439881851303
377/8	21	3915669170190383550971290341/2343507960128505739854140818995243781558967816890246755223
377/8	19	130755914939877845698868664075479/140616780243058512944849735183516859704233913400654168405320757
377/8	17	1995798965302934903074314917342/1278182589936884052135232823160383361326754105950921634932685
377/8	15	1003138588068724752345361776003048/999791773787969440982915817530429254706497451852866335562776625
377/8	13	5936393105537441146462111110211415/4039145210948286162490820134865746312630666200652635608328141673
377/8	11	28234507612061255111839635/26407261135317550682098437877012949848240510146998922317
377/8	9	12628529274843402905322648405/9083680506433674905841836093926528398164158763943951959773
377/8	7	279683275944437444050157999631575/247255689182616172665037346925842336271250294620716971510417113
377/8	5	238417125127808271437956446915/180719979181120986334022427677346497099146404156216154783207
377/8	3	1518321278501123946481088366596425/1273790917344555545143101983096921288548937471071280865655667597
377/8	1	2069831879299926419575678156441924375/1650648472293985042680374347849416345479862980616697082032162161141
385/8	48	20097814044510468591355808295982585513/60280848678235026615153414738349151095357932484337478899962787006430
385/8	42	57396584248317820209337256482664575969/9974250112540090704705094340116649683648090828447081672689932164275
385/8	38	832758965847414773856414301600984092003/181705002754650504451255274487413219656170437507622318450776560336775
385/8	36	3330473587014125279357267042187559/262872852148699569551691783257592426560685144442865488498244046315
385/8	34	551120994352155316671801362191134069/138123613197573682737734755470895118769521175262291304998573900975
385/8	32	3091152036684521875438407035234798/154524802539566046288544146725933561200163098456282818181021199375
385/8	30	6363278785170135083927430509/1753621698259512870741449268244551987944461859369137294379
385/8	28	54300215020523323300548332838412181919/2215916919829561169728932763307804578296954056339730054772873208321365
385/8	26	34984840300309819043032722425479/10330196303896848032405386961865861694846157058638737752560491
385/8	24	2415258047737498590654891532515/88026480462877096025169826468666825447648720999742854472268239
385/8	22	31971632865017726661727527912639/9940039958710277280498726417264391613477613277249044443729555
385/8	20	20166615397647186645143218329/685376705417463584488312349662098435132192045476831997631483
